#STN  YY   MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#txt  yr   mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi  hPa    ft
DOMV2 2012 02 24 15 00 230  6.7  8.8    MM    MM    MM  MM 1001.0  16.8    MM    MM   MM +0.4    MM
DPIA1 2012 02 24 15 05 200  5.1  6.2    MM    MM    MM  MM 1011.6  19.5    MM    MM   MM +1.6    MM
DPXC1 2012 02 24 15 36 210  2.1  3.1    MM    MM    MM  MM 1017.4  15.2    MM    MM   MM   MM    MM
DPXC1 2012 02 24 15 30 150  1.0  3.1    MM    MM    MM  MM 1017.3  15.1    MM    MM   MM   MM    MM
DPXC1 2012 02 24 15 24 120  1.5  3.1    MM    MM    MM  MM 1017.2  14.8    MM    MM   MM   MM    MM
DPXC1 2012 02 24 15 18 110  1.0  4.6    MM    MM    MM  MM 1017.2  14.8    MM    MM   MM   MM    MM
DPXC1 2012 02 24 15 12 110  4.1  6.2    MM    MM    MM  MM 1017.0  14.3    MM    MM   MM   MM    MM
DPXC1 2012 02 24 15 06 110  6.2  7.7    MM    MM    MM  MM 1016.8  14.5    MM    MM   MM   MM    MM
DPXC1 2012 02 24 15 00 110  6.7  8.2    MM    MM    MM  MM 1016.8  14.6    MM    MM   MM +0.8    MM
DRFA2 2012 02 24 15 30  40  2.1  2.6    MM    MM    MM  MM 1024.6  -9.0    MM    MM   MM   MM    MM
DRFA2 2012 02 24 15 00  30  1.5  2.1    MM    MM    MM  MM 1024.5  -8.2    MM    MM   MM +0.5    MM
DRSD1 2012 02 24 15 30  90  2.1   MM    MM    MM    MM  MM 1001.0   7.3    MM   6.6   MM   MM    MM
DRSD1 2012 02 24 15 15 100  2.1   MM    MM    MM    MM  MM 1001.0   7.4    MM   6.5   MM   MM    MM
DRSD1 2012 02 24 15 00  80  2.1   MM    MM    MM    MM  MM 1001.0   7.6    MM   6.7   MM +1.0    MM
DUKN7 2012 02 24 15 36 210  9.8 12.4    MM    MM    MM  MM     MM  19.0   9.0    MM   MM   MM    MM
DUKN7 2012 02 24 15 30 210  9.8 11.8    MM    MM    MM  MM     MM  19.1   9.0    MM   MM   MM    MM
DUKN7 2012 02 24 15 24 210  9.8 11.8    MM    MM    MM  MM     MM  19.1   9.0    MM   MM   MM    MM
DUKN7 2012 02 24 15 18 210  9.3 11.8    MM    MM    MM  MM     MM  19.0   9.0    MM   MM   MM    MM
DUKN7 2012 02 24 15 12 220  9.3 11.8    MM    MM    MM  MM     MM  18.8   9.0    MM   MM   MM    MM
DUKN7 2012 02 24 15 06 210  8.8 10.3    MM    MM    MM  MM     MM  18.8   9.0    MM   MM   MM    MM
DUKN7 2012 02 24 15 00 210  8.8 11.3    MM    MM    MM  MM     MM  18.6   9.0    MM   MM   MM    MM
DULM5 2012 02 24 15 36 310  9.3 14.4    MM    MM    MM  MM 1007.8  -4.9    MM    MM   MM   MM    MM
DULM5 2012 02 24 15 30 310  9.8 11.8    MM    MM    MM  MM 1007.8  -4.7    MM    MM   MM   MM    MM
DULM5 2012 02 24 15 24 310 11.3 13.9    MM    MM    MM  MM 1007.8  -4.7    MM    MM   MM   MM    MM
DULM5 2012 02 24 15 18 310  9.3 13.9    MM    MM    MM  MM 1007.7  -4.7    MM    MM   MM   MM    MM
DULM5 2012 02 24 15 12 320  7.2 13.9    MM    MM    MM  MM 1007.8  -4.6    MM    MM   MM   MM    MM
DULM5 2012 02 24 15 06 310 10.8 13.4    MM    MM    MM  MM 1007.7  -4.7    MM    MM   MM   MM    MM
DULM5 2012 02 24 15 00 310 10.8 12.9    MM    MM    MM  MM 1007.7  -4.6    MM    MM   MM +1.1    MM
EBSW1 2012 02 24 15 36 170  3.6  4.6    MM    MM    MM  MM 1019.1   6.8   7.9    MM   MM   MM    MM
EBSW1 2012 02 24 15 30 150  2.6  4.1    MM    MM    MM  MM 1019.2   6.9   7.9    MM   MM   MM    MM
EBSW1 2012 02 24 15 24 140  3.6  5.1    MM    MM    MM  MM 1019.2   6.8   7.9    MM   MM   MM    MM
EBSW1 2012 02 24 15 18 130  3.1  5.7    MM    MM    MM  MM 1019.3   6.7   7.9    MM   MM   MM    MM
EBSW1 2012 02 24 15 12 150  3.6  5.1    MM    MM    MM  MM 1019.4   6.6   7.9    MM   MM   MM    MM
EBSW1 2012 02 24 15 06 130  2.6  4.6    MM    MM    MM  MM 1019.6   6.5   7.9    MM   MM   MM    MM
EBSW1 2012 02 24 15 00 150  3.1  4.1    MM    MM    MM  MM 1019.9   6.4   7.9    MM   MM -3.0    MM
ELFA2 2012 02 24 15 36  MM   MM   MM    MM    MM    MM  MM 1014.4  -0.5   5.2    MM   MM   MM    MM
ELFA2 2012 02 24 15 30  MM   MM   MM    MM    MM    MM  MM 1014.5  -0.3   5.3    MM   MM   MM    MM
ELFA2 2012 02 24 15 24  MM   MM   MM    MM    MM    MM  MM 1014.5  -0.1   5.3    MM   MM   MM    MM
ELFA2 2012 02 24 15 18  MM   MM   MM    MM    MM    MM  MM 1014.6  -0.1   5.3    MM   MM   MM    MM
ELFA2 2012 02 24 15 12  MM   MM   MM    MM    MM    MM  MM 1014.7   0.1   5.3    MM   MM   MM    MM
ELFA2 2012 02 24 15 06  MM   MM   MM    MM    MM    MM  MM 1014.8   0.3   5.3    MM   MM   MM    MM
ELFA2 2012 02 24 15 00  MM   MM   MM    MM    MM    MM  MM 1014.8   0.2   5.3    MM   MM -1.8    MM
EPTT2 2012 02 24 15 42  10  8.8 13.9    MM    MM    MM  MM     MM  15.7  18.8    MM   MM   MM    MM
EPTT2 2012 02 24 15 36  10  9.3 13.9    MM    MM    MM  MM     MM  15.9  18.8    MM   MM   MM    MM
EPTT2 2012 02 24 15 30  10  8.2 14.9    MM    MM    MM  MM     MM  15.9  18.8    MM   MM   MM    MM
EPTT2 2012 02 24 15 24  10 10.8 15.4    MM    MM    MM  MM     MM  15.8  18.9    MM   MM   MM    MM
EPTT2 2012 02 24 15 18 360 10.8 13.4    MM    MM    MM  MM     MM  15.9  18.9    MM   MM   MM    MM
EPTT2 2012 02 24 15 12 360  9.3 13.4    MM    MM    MM  MM     MM  15.8  18.9    MM   MM   MM    MM
EPTT2 2012 02 24 15 06 360  8.8 12.9    MM    MM    MM  MM     MM  15.8  18.9    MM   MM   MM    MM
EPTT2 2012 02 24 15 00 360  9.3 13.9    MM    MM    MM  MM     MM  15.8  19.0    MM   MM   MM    MM
EROA2 2012 02 24 15 00 360 15.4 20.1    MM    MM    MM  MM 1015.2   0.0    MM  -3.9   MM -2.4    MM
ESPP4 2012 02 24 15 36 110  4.6  6.7    MM    MM    MM  MM 1019.3  26.9  26.1    MM   MM   MM    MM
ESPP4 2012 02 24 15 30 120  5.7  8.2    MM    MM    MM  MM 1019.4  26.7  26.1    MM   MM   MM    MM
ESPP4 2012 02 24 15 24 130  5.1  7.2    MM    MM    MM  MM 1019.5  26.7  26.0    MM   MM   MM    MM
ESPP4 2012 02 24 15 18 120  5.1  7.2    MM    MM    MM  MM 1019.5  26.8  26.0    MM   MM   MM    MM
ESPP4 2012 02 24 15 12 120  5.7  8.2    MM    MM    MM  MM 1019.6  26.6  26.0    MM   MM   MM    MM
ESPP4 2012 02 24 15 06 120  5.1  7.7    MM    MM    MM  MM 1019.6  26.7  26.0    MM   MM   MM    MM
ESPP4 2012 02 24 15 00 130  5.1  8.2    MM    MM    MM  MM 1019.6  26.6  25.9    MM   MM +1.3    MM
FAIO1 2012 02 24 15 36 240 11.3 14.9    MM    MM    MM  MM  993.3   7.5    MM    MM   MM   MM    MM
FAIO1 2012 02 24 15 30 230  8.2 10.3    MM    MM    MM  MM  993.4   7.2    MM    MM   MM   MM    MM
FAIO1 2012 02 24 15 24 220  9.3 10.8    MM    MM    MM  MM  993.4   7.1    MM    MM   MM   MM    MM
FAIO1 2012 02 24 15 18 220  7.7  9.3    MM    MM    MM  MM  993.4   7.0    MM    MM   MM   MM    MM
FAIO1 2012 02 24 15 12 230  5.1  6.2    MM    MM    MM  MM  993.5   6.7    MM    MM   MM   MM    MM
FAIO1 2012 02 24 15 06 220  3.1  3.6    MM    MM    MM  MM  993.4   5.5    MM    MM   MM   MM    MM
FAIO1 2012 02 24 15 00 160  1.5  2.1    MM    MM    MM  MM  993.0   2.6    MM    MM   MM -1.3    MM
FBIS1 2012 02 24 15 00 210  9.8 11.3    MM    MM    MM  MM 1009.9  16.7    MM  15.8   MM +0.8    MM
FCGT2 2012 02 24 15 36  20 10.8 13.4    MM    MM    MM  MM 1016.7  15.5  16.3    MM   MM   MM    MM
FCGT2 2012 02 24 15 30  20 11.8 14.4    MM    MM    MM  MM 1016.6  15.5  16.3    MM   MM   MM    MM
FCGT2 2012 02 24 15 24  20 11.8 15.4    MM    MM    MM  MM 1016.7  15.4  16.3    MM   MM   MM    MM
FCGT2 2012 02 24 15 18  20 10.3 14.4    MM    MM    MM  MM 1017.0  15.5  16.3    MM   MM   MM    MM
FCGT2 2012 02 24 15 12  20  8.8 12.9    MM    MM    MM  MM 1016.6  15.4  16.3    MM   MM   MM    MM
FCGT2 2012 02 24 15 06  20  9.3 12.9    MM    MM    MM  MM 1016.2  15.5  16.3    MM   MM   MM    MM
FCGT2 2012 02 24 15 00  20 10.3 13.9    MM    MM    MM  MM 1016.9  15.3  16.3    MM   MM +5.8    MM
FFIA2 2012 02 24 15 00 360 13.4 14.9    MM    MM    MM  MM 1010.9   0.8    MM    MM   MM -4.2    MM
FILA2 2012 02 24 15 30 270  5.1  7.2    MM    MM    MM  MM 1025.9    MM    MM    MM   MM   MM    MM
FILA2 2012 02 24 15 00 290  4.6  8.2    MM    MM    MM  MM 1025.9    MM    MM    MM   MM +0.6    MM
FMOA1 2012 02 24 15 42 240  9.8 11.3    MM    MM    MM  MM 1011.8  19.7    MM    MM   MM   MM    MM
FMOA1 2012 02 24 15 36 240 10.3 11.3    MM    MM    MM  MM 1011.8  19.8    MM    MM   MM   MM    MM
FMOA1 2012 02 24 15 30 250  9.8 10.3    MM    MM    MM  MM 1011.8  19.7    MM    MM   MM   MM    MM
FMOA1 2012 02 24 15 24 250  9.8 10.8    MM    MM    MM  MM 1011.7  19.6    MM    MM   MM   MM    MM
FMOA1 2012 02 24 15 18 240 10.3 11.3    MM    MM    MM  MM 1011.6  19.7    MM    MM   MM   MM    MM
FMOA1 2012 02 24 15 12 240  9.3 10.8    MM    MM    MM  MM 1011.7  19.4    MM    MM   MM   MM    MM
FMOA1 2012 02 24 15 06 230  8.8  9.8    MM    MM    MM  MM 1011.6  19.1    MM    MM   MM   MM    MM
FMOA1 2012 02 24 15 00 230  9.8 10.8    MM    MM    MM  MM 1011.6  19.4    MM    MM   MM +1.8    MM
FMRF1 2012 02 24 15 36 210  2.6  6.2    MM    MM    MM  MM 1016.8  26.8  23.7    MM   MM   MM    MM
FMRF1 2012 02 24 15 30 190  3.6  7.2    MM    MM    MM  MM 1016.7  26.9  23.7    MM   MM   MM    MM
FMRF1 2012 02 24 15 24 190  2.1  5.7    MM    MM    MM  MM 1016.7  26.7  23.7    MM   MM   MM    MM
FMRF1 2012 02 24 15 18 230  3.1  5.7    MM    MM    MM  MM 1016.7  26.2  23.6    MM   MM   MM    MM
FMRF1 2012 02 24 15 12 230  2.6  6.7    MM    MM    MM  MM 1016.6  25.9  23.6    MM   MM   MM    MM
FMRF1 2012 02 24 15 06 220  3.1  7.2    MM    MM    MM  MM 1016.6  26.2  23.6    MM   MM   MM    MM
FMRF1 2012 02 24 15 00 200  4.1  7.7    MM    MM    MM  MM 1016.6  26.2  23.6    MM   MM +1.4    MM
FOXR1 2012 02 24 15 36  70  1.5  2.6    MM    MM    MM  MM 1005.9   1.9   5.8    MM   MM   MM    MM
FOXR1 2012 02 24 15 30  70  1.0  2.6    MM    MM    MM  MM 1006.1   1.8   5.9    MM   MM   MM    MM
FOXR1 2012 02 24 15 24  80  1.5  2.6    MM    MM    MM  MM 1005.8   1.7   5.9    MM   MM   MM    MM
FOXR1 2012 02 24 15 18  90  2.1  3.6    MM    MM    MM  MM 1006.1   1.6   5.9    MM   MM   MM    MM
FOXR1 2012 02 24 15 12  90  2.1  4.1    MM    MM    MM  MM 1006.1   1.6   5.9    MM   MM   MM    MM
FOXR1 2012 02 24 15 06  70  1.5  2.6    MM    MM    MM  MM 1006.3   1.6   5.9    MM   MM   MM    MM
FOXR1 2012 02 24 15 00  60  1.5  3.1    MM    MM    MM  MM 1006.4   1.6   5.9    MM   MM -0.9    MM
FPKG1 2012 02 24 15 36 190  3.1  6.2    MM    MM    MM  MM     MM  20.7  14.8    MM   MM   MM    MM
FPKG1 2012 02 24 15 30 180  4.6  7.2    MM    MM    MM  MM     MM  20.5  14.8    MM   MM   MM    MM
FPKG1 2012 02 24 15 24 180  4.1  6.2    MM    MM    MM  MM     MM  19.9  14.7    MM   MM   MM    MM
FPKG1 2012 02 24 15 18 190  3.6  6.2    MM    MM    MM  MM     MM  20.1  14.7    MM   MM   MM    MM
FPKG1 2012 02 24 15 12 200  2.6  5.7    MM    MM    MM  MM     MM  20.0  14.7    MM   MM   MM    MM
FPKG1 2012 02 24 15 06 190  3.6  6.2    MM    MM    MM  MM     MM  19.9  14.7    MM   MM   MM    MM
FPKG1 2012 02 24 15 00 180  3.6  6.2    MM    MM    MM  MM     MM  19.7  14.7    MM   MM   MM    MM
FPTM4 2012 02 24 15 40 350  2.6  6.2    MM    MM    MM  MM 1002.0  -1.4    MM    MM   MM   MM    MM
FPTM4 2012 02 24 15 30 350  2.6  6.2    MM    MM    MM  MM 1002.0  -1.6    MM    MM   MM   MM    MM
FPTM4 2012 02 24 15 20 360  4.1  5.1    MM    MM    MM  MM 1002.0  -1.7    MM    MM   MM   MM    MM
FPTM4 2012 02 24 15 10 360  3.1  5.7    MM    MM    MM  MM 1002.0  -1.9    MM    MM   MM   MM    MM
FPTM4 2012 02 24 15 00 340  2.6  4.1    MM    MM    MM  MM 1002.4  -1.7    MM    MM   MM +0.0    MM
FRDF1 2012 02 24 15 36 220  8.2 11.8    MM    MM    MM  MM 1012.0  22.7  17.0    MM   MM   MM    MM
FRDF1 2012 02 24 15 30 230  8.2 12.4    MM    MM    MM  MM 1012.1  22.7  17.0    MM   MM   MM    MM
FRDF1 2012 02 24 15 24 230  9.8 12.9    MM    MM    MM  MM 1012.1  22.8  17.0    MM   MM   MM    MM
FRDF1 2012 02 24 15 18 220 10.3 13.9    MM    MM    MM  MM 1012.1  22.8  17.0    MM   MM   MM    MM
FRDF1 2012 02 24 15 12 230  9.3 11.8    MM    MM    MM  MM 1012.0  22.9  17.0    MM   MM   MM    MM
FRDF1 2012 02 24 15 06 220  8.2 13.9    MM    MM    MM  MM 1011.8  22.4  17.0    MM   MM   MM    MM
FRDF1 2012 02 24 15 00 230 11.3 14.9    MM    MM    MM  MM 1011.8  22.6  17.0    MM   MM +1.2    MM
FRDP4 2012 02 24 15 36 100  3.6  5.1    MM    MM    MM  MM 1020.3  26.8  26.0    MM   MM   MM    MM
FRDP4 2012 02 24 15 30  90  3.6  4.6    MM    MM    MM  MM 1020.2  26.8  26.0    MM   MM   MM    MM
FRDP4 2012 02 24 15 24  90  3.6  4.6    MM    MM    MM  MM 1020.3  26.6  26.0    MM   MM   MM    MM
FRDP4 2012 02 24 15 18  90  4.1  5.7    MM    MM    MM  MM 1020.4  26.5  26.0    MM   MM   MM    MM
FRDP4 2012 02 24 15 12 110  3.6  4.6    MM    MM    MM  MM 1020.4  26.4  26.0    MM   MM   MM    MM
FRDP4 2012 02 24 15 06  90  4.1  5.7    MM    MM    MM  MM 1020.4  26.4  26.0    MM   MM   MM    MM
FRDP4 2012 02 24 15 00  90  4.1  5.7    MM    MM    MM  MM 1020.5  26.5  26.0    MM   MM +1.4    MM
FRDW1 2012 02 24 15 36 130  4.1  6.7    MM    MM    MM  MM 1016.0   5.4   7.4    MM   MM   MM    MM
FRDW1 2012 02 24 15 30 120  5.7  7.2    MM    MM    MM  MM 1016.1   5.3   7.4    MM   MM   MM    MM
FRDW1 2012 02 24 15 24 120  4.1  6.7    MM    MM    MM  MM     MM   5.4    MM    MM   MM   MM    MM
FRDW1 2012 02 24 15 18 120  5.7  9.3    MM    MM    MM  MM     MM   5.3    MM    MM   MM   MM    MM
FRDW1 2012 02 24 15 12 130  4.1  6.2    MM    MM    MM  MM     MM   5.2    MM    MM   MM   MM    MM
FRDW1 2012 02 24 15 06 120  4.6  7.2    MM    MM    MM  MM     MM   5.1    MM    MM   MM   MM    MM
FRDW1 2012 02 24 15 00 130  5.1  7.2    MM    MM    MM  MM     MM   5.1    MM    MM   MM   MM    MM
FRVM3 2012 02 24 15 36  MM   MM   MM    MM    MM    MM  MM 1006.3   1.9   5.8    MM   MM   MM    MM
FRVM3 2012 02 24 15 30  MM   MM   MM    MM    MM    MM  MM 1006.2   1.8   5.8    MM   MM   MM    MM
FRVM3 2012 02 24 15 24  MM   MM   MM    MM    MM    MM  MM 1006.5   1.8   5.8    MM   MM   MM    MM
FRVM3 2012 02 24 15 18  MM   MM   MM    MM    MM    MM  MM 1006.6   1.8   5.8    MM   MM   MM    MM
FRVM3 2012 02 24 15 12  MM   MM   MM    MM    MM    MM  MM 1006.3   1.8   5.8    MM   MM   MM    MM
FRVM3 2012 02 24 15 06  MM   MM   MM    MM    MM    MM  MM 1006.4   1.7   5.8    MM   MM   MM    MM
FRVM3 2012 02 24 15 00  MM   MM   MM    MM    MM    MM  MM 1006.5   1.7   5.8    MM   MM -1.0    MM
FRWL1 2012 02 24 15 36 340  9.8 14.4    MM    MM    MM  MM 1014.4  17.0  19.9    MM   MM   MM    MM
FRWL1 2012 02 24 15 30 340  9.8 13.4    MM    MM    MM  MM 1014.3  17.0  19.9    MM   MM   MM    MM
FRWL1 2012 02 24 15 24 350  8.2 14.4    MM    MM    MM  MM 1014.2  17.2  19.9    MM   MM   MM    MM
FRWL1 2012 02 24 15 18 350 12.4 15.4    MM    MM    MM  MM 1013.9  17.6  19.9    MM   MM   MM    MM
FRWL1 2012 02 24 15 12 340 11.3 14.4    MM    MM    MM  MM 1013.8  17.5  19.9    MM   MM   MM    MM
FRWL1 2012 02 24 15 06 350  9.8 14.9    MM    MM    MM  MM 1013.5  17.3  19.9    MM   MM   MM    MM
FRWL1 2012 02 24 15 00 340 11.3 13.4    MM    MM    MM  MM 1013.2  17.5  19.9    MM   MM +4.7    MM
FSKM2 2012 02 24 15 36  50  2.6  3.1    MM    MM    MM  MM 1000.5   7.6    MM    MM   MM   MM    MM
FSKM2 2012 02 24 15 30  60  3.6  4.6    MM    MM    MM  MM 1000.5   7.6    MM    MM   MM   MM    MM
FSKM2 2012 02 24 15 24  40  3.6  4.1    MM    MM    MM  MM 1000.7   7.5    MM    MM   MM   MM    MM
FSKM2 2012 02 24 15 18  40  2.6  3.6    MM    MM    MM  MM 1001.1   7.5    MM    MM   MM   MM    MM
FSKM2 2012 02 24 15 12  80  3.1  3.6    MM    MM    MM  MM 1001.1   7.4    MM    MM   MM   MM    MM
FSKM2 2012 02 24 15 06 100  4.1  6.2    MM    MM    MM  MM 1001.0   7.4    MM    MM   MM   MM    MM
FSKM2 2012 02 24 15 00 100  6.7  7.7    MM    MM    MM  MM 1000.0   7.3    MM    MM   MM -0.5    MM
FTGM4 2012 02 24 15 36 320  2.1  3.1    MM    MM    MM  MM  991.3   0.3    MM    MM   MM   MM    MM
FTGM4 2012 02 24 15 30  10  2.6  2.6    MM    MM    MM  MM  991.2   0.3    MM    MM   MM   MM    MM
FTGM4 2012 02 24 15 24  40  2.1  3.1    MM    MM    MM  MM  991.2   0.3    MM    MM   MM   MM    MM
FTGM4 2012 02 24 15 18  30  3.1  4.6    MM    MM    MM  MM  991.2   0.3    MM    MM   MM   MM    MM
FTGM4 2012 02 24 15 12  60  4.1  5.7    MM    MM    MM  MM  991.3   0.3    MM    MM   MM   MM    MM
FTGM4 2012 02 24 15 06  60  5.1  6.2    MM    MM    MM  MM  991.3   0.3    MM    MM   MM   MM    MM
FTGM4 2012 02 24 15 00  60  6.2  6.7    MM    MM    MM  MM  991.4   0.3    MM    MM   MM -4.5    MM
FTPC1 2012 02 24 15 36 150  0.5  1.0    MM    MM    MM  MM 1018.1  12.0  10.8    MM   MM   MM    MM
FTPC1 2012 02 24 15 30 190  0.5  1.0    MM    MM    MM  MM 1017.9  11.8  10.8    MM   MM   MM    MM
FTPC1 2012 02 24 15 24 190  1.0  1.0    MM    MM    MM  MM 1017.9  11.5  10.8    MM   MM   MM    MM
FTPC1 2012 02 24 15 18 190  1.0  1.0    MM    MM    MM  MM 1017.9  11.5  10.8    MM   MM   MM    MM
FTPC1 2012 02 24 15 12 180  1.0  1.5    MM    MM    MM  MM 1017.8  11.3  10.8    MM   MM   MM    MM
FTPC1 2012 02 24 15 06 180  1.0  1.5    MM    MM    MM  MM 1017.7  11.0  10.8    MM   MM   MM    MM
FTPC1 2012 02 24 15 00 180  1.0  1.5    MM    MM    MM  MM 1017.7  11.0  10.8    MM   MM +1.2    MM
FWYF1 2012 02 24 15 00 170  6.2  6.7    MM    MM    MM  MM 1018.2  25.7  24.2    MM   MM +1.7    MM
GDMM5 2012 02 24 15 36  MM   MM   MM    MM    MM    MM  MM 1006.6  -1.4    MM    MM   MM   MM    MM
GDMM5 2012 02 24 15 30  MM   MM   MM    MM    MM    MM  MM 1006.6  -1.5    MM    MM   MM   MM    MM
GDMM5 2012 02 24 15 24  MM   MM   MM    MM    MM    MM  MM 1006.6  -1.6    MM    MM   MM   MM    MM
GDMM5 2012 02 24 15 18  MM   MM   MM    MM    MM    MM  MM 1006.6  -1.7    MM    MM   MM   MM    MM
GDMM5 2012 02 24 15 12  MM   MM   MM    MM    MM    MM  MM 1006.6  -1.7    MM    MM   MM   MM    MM
GDMM5 2012 02 24 15 06  MM   MM   MM    MM    MM    MM  MM 1006.5  -1.8    MM    MM   MM   MM    MM
GDMM5 2012 02 24 15 00  MM   MM   MM    MM    MM    MM  MM 1006.5  -1.9    MM    MM   MM +0.5    MM
GELO1 2012 02 24 15 00 140  2.1  5.7    MM    MM    MM  MM  992.6   5.2    MM    MM   MM   MM    MM
GISL1 2012 02 24 15 42  MM   MM   MM    MM    MM    MM  MM     MM    MM  18.7    MM   MM   MM    MM
GISL1 2012 02 24 15 36 260  5.1  6.7    MM    MM    MM  MM 1012.0  23.1  18.7    MM   MM   MM    MM
GISL1 2012 02 24 15 30 250  5.7  8.2    MM    MM    MM  MM 1011.9  23.0  18.5    MM   MM   MM    MM
GISL1 2012 02 24 15 24 250  6.2  7.7    MM    MM    MM  MM 1012.0  23.2  18.5    MM   MM   MM    MM
GISL1 2012 02 24 15 18 260  6.2  8.8    MM    MM    MM  MM 1012.0  23.3  18.5    MM   MM   MM    MM
GISL1 2012 02 24 15 12 250  6.2  8.8    MM    MM    MM  MM 1011.8  23.2  18.4    MM   MM   MM    MM
GISL1 2012 02 24 15 06 240  6.2  6.7    MM    MM    MM  MM 1011.9  22.9  18.4    MM   MM   MM    MM
GISL1 2012 02 24 15 00 250  5.1  6.2    MM    MM    MM  MM 1011.8  22.5  18.4    MM   MM +2.9    MM
GNJT2 2012 02 24 15 36  40 12.9 17.5    MM    MM    MM  MM     MM  15.6  16.1    MM   MM   MM    MM
GNJT2 2012 02 24 15 30  40 13.9 16.5    MM    MM    MM  MM     MM  15.6  16.1    MM   MM   MM    MM
GNJT2 2012 02 24 15 24  40 13.4 16.5    MM    MM    MM  MM     MM  15.7  16.1    MM   MM   MM    MM
GNJT2 2012 02 24 15 18  40 11.3 12.9    MM    MM    MM  MM     MM  15.7  16.1    MM   MM   MM    MM
GNJT2 2012 02 24 15 12  40 11.8 14.4    MM    MM    MM  MM     MM  15.6  16.1    MM   MM   MM    MM
GNJT2 2012 02 24 15 06  40 11.3 16.5    MM    MM    MM  MM     MM  15.6  16.1    MM   MM   MM    MM
GNJT2 2012 02 24 15 00  40 13.9 16.5    MM    MM    MM  MM     MM  15.7  16.1    MM   MM   MM    MM
GPOM6 2012 02 24 15 36 220  6.7  7.7    MM    MM    MM  MM 1012.0  19.1    MM    MM   MM   MM    MM
GPOM6 2012 02 24 15 30 220  7.2  7.7    MM    MM    MM  MM 1012.0  19.1    MM    MM   MM   MM    MM
GPOM6 2012 02 24 15 24 220  7.2  7.7    MM    MM    MM  MM 1012.0  19.0    MM    MM   MM   MM    MM
GPOM6 2012 02 24 15 18 220  7.2  8.2    MM    MM    MM  MM 1011.9  19.1    MM    MM   MM   MM    MM
GPOM6 2012 02 24 15 12 220  7.7  8.8    MM    MM    MM  MM 1012.0  19.1    MM    MM   MM   MM    MM
GPOM6 2012 02 24 15 06 210  7.2  8.2    MM    MM    MM  MM 1011.8  19.0    MM    MM   MM   MM    MM
GPOM6 2012 02 24 15 00 210  7.7  8.8    MM    MM    MM  MM 1011.6  19.0    MM    MM   MM +1.8    MM
GRMM4 2012 02 24 15 40  20  7.2  7.7    MM    MM    MM  MM 1002.7  -1.3    MM    MM   MM   MM    MM
GRMM4 2012 02 24 15 30  10  5.1  6.2    MM    MM    MM  MM 1002.7  -1.3    MM    MM   MM   MM    MM
GRMM4 2012 02 24 15 20  10  5.7  6.7    MM    MM    MM  MM 1002.7  -1.4    MM    MM   MM   MM    MM
GRMM4 2012 02 24 15 10  10  5.7  6.7    MM    MM    MM  MM 1002.7  -1.2    MM    MM   MM   MM    MM
GRMM4 2012 02 24 15 00 360  6.7  7.2    MM    MM    MM  MM 1002.7  -1.2    MM    MM   MM -0.7    MM
GSLM4 2012 02 24 15 40 360  8.8 10.8    MM    MM    MM  MM  994.6  -0.3    MM    MM   MM   MM    MM
GSLM4 2012 02 24 15 30  10  8.8 10.8    MM    MM    MM  MM  994.9  -0.3    MM    MM   MM   MM    MM
GSLM4 2012 02 24 15 20  10  8.8 10.3    MM    MM    MM  MM  994.9  -0.3    MM    MM   MM   MM    MM
GSLM4 2012 02 24 15 19  10  9.3 10.3    MM    MM    MM  MM  995.3  -0.3    MM    MM   MM   MM    MM
GSLM4 2012 02 24 15 10  10  8.2  9.8    MM    MM    MM  MM  995.3  -0.3    MM    MM   MM   MM    MM
GSLM4 2012 02 24 15 00  10  7.7  9.3    MM    MM    MM  MM  995.6  -0.2    MM    MM   MM -2.4    MM
GTLM4 2012 02 24 15 40  30  8.2 10.3    MM    MM    MM  MM 1001.4  -1.5    MM    MM   MM   MM    MM
GTLM4 2012 02 24 15 30  30  8.8  9.8    MM    MM    MM  MM 1001.7  -1.5    MM    MM   MM   MM    MM
GTLM4 2012 02 24 15 20  30  9.3 10.3    MM    MM    MM  MM 1001.4  -1.5    MM    MM   MM   MM    MM
GTLM4 2012 02 24 15 10  30  9.3 10.3    MM    MM    MM  MM 1001.4  -1.5    MM    MM   MM   MM    MM
GTLM4 2012 02 24 15 00  30  9.3 10.8    MM    MM    MM  MM 1001.4  -1.5    MM    MM   MM -0.3    MM
GTRM4 2012 02 24 15 00  20  2.6  4.1    MM    MM    MM  MM 1004.4  -1.1    MM    MM   MM +0.3    MM
GWPM6 2012 02 24 15 36 240  4.1  5.1    MM    MM    MM  MM 1011.8  18.3    MM    MM   MM   MM    MM
GWPM6 2012 02 24 15 30 230  5.1  6.2    MM    MM    MM  MM 1011.7  18.5    MM    MM   MM   MM    MM
GWPM6 2012 02 24 15 24 220  6.2  7.2    MM    MM    MM  MM 1011.6  18.7    MM    MM   MM   MM    MM
GWPM6 2012 02 24 15 18 230  6.2  6.7    MM    MM    MM  MM 1011.5  18.7    MM    MM   MM   MM    MM
GWPM6 2012 02 24 15 12 230  6.7  7.2    MM    MM    MM  MM 1011.4  18.9    MM    MM   MM   MM    MM
