#STN  YY   MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#txt  yr   mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi  hPa    ft
KTNF1 2012 02 23 18 00 190  4.1  4.6    MM    MM    MM  MM 1012.6  18.2    MM  17.8   MM -0.9    MM
KWJP8 2012 02 23 18 42  70  5.1  8.8    MM    MM    MM  MM 1008.8  26.8  28.5    MM   MM   MM    MM
KWJP8 2012 02 23 18 36  80  5.1  8.8    MM    MM    MM  MM 1008.7  26.9  28.4    MM   MM   MM    MM
KWJP8 2012 02 23 18 30  70  4.6  9.3    MM    MM    MM  MM 1008.7  26.7  28.5    MM   MM   MM    MM
KWJP8 2012 02 23 18 24  70  5.7  8.8    MM    MM    MM  MM 1008.6  26.5  28.5    MM   MM   MM    MM
KWJP8 2012 02 23 18 18  70  5.1  8.8    MM    MM    MM  MM 1008.6  26.5  28.5    MM   MM   MM    MM
KWJP8 2012 02 23 18 12  70  5.1  8.2    MM    MM    MM  MM 1008.5  26.3  28.5    MM   MM   MM    MM
KWJP8 2012 02 23 18 06  60  4.6  8.8    MM    MM    MM  MM 1008.4  26.1  28.5    MM   MM   MM    MM
KWJP8 2012 02 23 18 00  50  5.1  8.2    MM    MM    MM  MM 1008.4  26.1  28.5    MM   MM -0.6    MM
KWNW3 2012 02 23 18 48 160  4.6  5.1    MM    MM    MM  MM 1002.2   1.2    MM    MM   MM   MM    MM
KWNW3 2012 02 23 18 42 160  4.6  5.7    MM    MM    MM  MM 1002.2   1.3    MM    MM   MM   MM    MM
KWNW3 2012 02 23 18 36 160  4.6  5.7    MM    MM    MM  MM 1002.2   1.5    MM    MM   MM   MM    MM
KWNW3 2012 02 23 18 30 150  4.6  5.1    MM    MM    MM  MM 1002.2   1.7    MM    MM   MM   MM    MM
KWNW3 2012 02 23 18 24 150  3.6  5.1    MM    MM    MM  MM 1002.0   2.0    MM    MM   MM   MM    MM
KWNW3 2012 02 23 18 18 150  3.1  5.1    MM    MM    MM  MM 1002.0   1.8    MM    MM   MM   MM    MM
KWNW3 2012 02 23 18 12 150  3.6  4.6    MM    MM    MM  MM 1002.1   2.0    MM    MM   MM   MM    MM
KWNW3 2012 02 23 18 06 150  3.6  4.6    MM    MM    MM  MM 1002.1   2.3    MM    MM   MM   MM    MM
KWNW3 2012 02 23 18 00 140  2.6  4.1    MM    MM    MM  MM 1002.2   2.1    MM    MM   MM +0.4    MM
KYWF1 2012 02 23 18 48  MM   MM   MM    MM    MM    MM  MM 1015.2  26.8  24.9    MM   MM   MM    MM
KYWF1 2012 02 23 18 42  MM   MM   MM    MM    MM    MM  MM 1015.3  26.8  24.9    MM   MM   MM    MM
KYWF1 2012 02 23 18 36  MM   MM   MM    MM    MM    MM  MM 1015.3  26.8  24.9    MM   MM   MM    MM
KYWF1 2012 02 23 18 30  MM   MM   MM    MM    MM    MM  MM 1015.4  26.7  24.8    MM   MM   MM    MM
KYWF1 2012 02 23 18 24  MM   MM   MM    MM    MM    MM  MM 1015.4  26.6  24.7    MM   MM   MM    MM
KYWF1 2012 02 23 18 18  MM   MM   MM    MM    MM    MM  MM 1015.5  26.5  24.6    MM   MM   MM    MM
KYWF1 2012 02 23 18 12  MM   MM   MM    MM    MM    MM  MM 1015.5  26.5  24.6    MM   MM   MM    MM
KYWF1 2012 02 23 18 06  MM   MM   MM    MM    MM    MM  MM 1015.6  26.5  24.6    MM   MM   MM    MM
KYWF1 2012 02 23 18 00  MM   MM   MM    MM    MM    MM  MM 1015.7  26.6  24.6    MM   MM -0.5    MM
LABL1 2012 02 23 18 48 230  6.2 11.8    MM    MM    MM  MM 1004.5  25.2  20.8    MM   MM   MM    MM
LABL1 2012 02 23 18 42 240  6.2 11.8    MM    MM    MM  MM 1004.7  24.9  20.6    MM   MM   MM    MM
LABL1 2012 02 23 18 36 230  5.7 12.4    MM    MM    MM  MM 1004.8  24.8  20.6    MM   MM   MM    MM
LABL1 2012 02 23 18 30 220  6.2 10.3    MM    MM    MM  MM 1004.8  24.9  20.5    MM   MM   MM    MM
LABL1 2012 02 23 18 24 240  5.1 10.8    MM    MM    MM  MM 1005.0  24.5  20.5    MM   MM   MM    MM
LABL1 2012 02 23 18 18 230  5.7  9.8    MM    MM    MM  MM 1005.0  24.1  20.4    MM   MM   MM    MM
LABL1 2012 02 23 18 12 220  7.2  9.3    MM    MM    MM  MM 1005.1  24.0  20.4    MM   MM   MM    MM
LABL1 2012 02 23 18 06 230  5.7 11.3    MM    MM    MM  MM 1005.3  23.7  20.4    MM   MM   MM    MM
LABL1 2012 02 23 18 00 230  6.7  9.3    MM    MM    MM  MM 1005.4  23.6  20.4    MM   MM -0.9    MM
LAPW1 2012 02 23 18 42  MM   MM   MM    MM    MM    MM  MM 1029.7   7.3   5.1    MM   MM   MM    MM
LAPW1 2012 02 23 18 36  MM   MM   MM    MM    MM    MM  MM 1029.6   7.2   6.0    MM   MM   MM    MM
LAPW1 2012 02 23 18 30 310  5.1  6.2    MM    MM    MM  MM 1029.6   7.3   6.0    MM   MM   MM    MM
LAPW1 2012 02 23 18 24 310  4.6  6.2    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
LAPW1 2012 02 23 18 18 300  4.6  6.2    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
LAPW1 2012 02 23 18 12 300  4.6  5.7    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
LAPW1 2012 02 23 18 06 240  2.6  4.6    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
LAPW1 2012 02 23 18 00 230  4.6  6.7    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
LCIY2 2012 02 23 18 00 140  6.7  9.8    MM    MM    MM  MM 1014.8  26.9  26.7  20.4   MM -1.6    MM
LCLL1 2012 02 23 18 54  MM   MM   MM    MM    MM    MM  MM 1005.1  22.3    MM    MM   MM   MM    MM
LCLL1 2012 02 23 18 48  MM   MM   MM    MM    MM    MM  MM 1005.1  22.3    MM    MM   MM   MM    MM
LCLL1 2012 02 23 18 42  MM   MM   MM    MM    MM    MM  MM 1005.1  22.4    MM    MM   MM   MM    MM
LCLL1 2012 02 23 18 36  MM   MM   MM    MM    MM    MM  MM 1005.1  22.2    MM    MM   MM   MM    MM
LCLL1 2012 02 23 18 30  MM   MM   MM    MM    MM    MM  MM 1005.3  22.1    MM    MM   MM   MM    MM
LCLL1 2012 02 23 18 24  MM   MM   MM    MM    MM    MM  MM 1005.5  22.1    MM    MM   MM   MM    MM
LCLL1 2012 02 23 18 18  MM   MM   MM    MM    MM    MM  MM 1005.6  22.0    MM    MM   MM   MM    MM
LCLL1 2012 02 23 18 12  MM   MM   MM    MM    MM    MM  MM 1005.6  21.9    MM    MM   MM   MM    MM
LCLL1 2012 02 23 18 06  MM   MM   MM    MM    MM    MM  MM 1005.7  21.9    MM    MM   MM   MM    MM
LCLL1 2012 02 23 18 00  MM   MM   MM    MM    MM    MM  MM 1005.7  21.7    MM    MM   MM -0.6    MM
LDLC3 2012 02 23 18 55 310 10.8 14.9    MM    MM    MM  MM  996.4  12.3    MM   0.8   MM   MM    MM
LDLC3 2012 02 23 18 40 300  7.2  8.8    MM    MM    MM  MM  996.2  12.5    MM   1.5   MM   MM    MM
LDLC3 2012 02 23 18 25 260 10.3 13.9    MM    MM    MM  MM  995.6  10.3    MM   3.1   MM   MM    MM
LDLC3 2012 02 23 18 10 250 10.3 11.3    MM    MM    MM  MM  995.5   8.7    MM   4.0   MM +0.0    MM
LDTM4 2012 02 23 18 48 280  2.6  4.1    MM    MM    MM  MM 1002.6   1.9    MM    MM   MM   MM    MM
LDTM4 2012 02 23 18 42 300  3.1  3.6    MM    MM    MM  MM 1002.6   1.9    MM    MM   MM   MM    MM
LDTM4 2012 02 23 18 36 280  3.1  4.1    MM    MM    MM  MM 1002.6   1.9    MM    MM   MM   MM    MM
LDTM4 2012 02 23 18 30 300  2.6  4.1    MM    MM    MM  MM 1002.5   1.9    MM    MM   MM   MM    MM
LDTM4 2012 02 23 18 24 300  3.1  3.6    MM    MM    MM  MM 1002.6   1.8    MM    MM   MM   MM    MM
LDTM4 2012 02 23 18 18 270  2.6  3.6    MM    MM    MM  MM 1002.5   1.8    MM    MM   MM   MM    MM
LDTM4 2012 02 23 18 12 250  3.1  4.1    MM    MM    MM  MM 1002.7   1.8    MM    MM   MM   MM    MM
LDTM4 2012 02 23 18 06 270  3.1  4.1    MM    MM    MM  MM 1002.8   1.8    MM    MM   MM   MM    MM
LDTM4 2012 02 23 18 00 260  3.1  4.1    MM    MM    MM  MM 1002.9   2.0    MM    MM   MM -0.0    MM
LJAC1 2012 02 23 18 30 270  0.5  1.0    MM    MM    MM  MM 1011.7  13.9  14.3    MM   MM   MM    MM
LJAC1 2012 02 23 18 24  MM  0.0  1.0    MM    MM    MM  MM 1011.8  14.1  14.2    MM   MM   MM    MM
LJAC1 2012 02 23 18 18  MM  0.0  0.5    MM    MM    MM  MM 1012.0  14.0  14.2    MM   MM   MM    MM
LJAC1 2012 02 23 18 12  MM  0.0  2.1    MM    MM    MM  MM 1012.0  13.1  14.3    MM   MM   MM    MM
LJAC1 2012 02 23 18 06 340  1.0  2.1    MM    MM    MM  MM 1012.2  12.8  14.3    MM   MM   MM    MM
LJAC1 2012 02 23 18 00 350  1.5  3.1    MM    MM    MM  MM 1012.2  12.6  14.4    MM   MM +0.9    MM
LJPC1 2012 02 23 18 20  MM   MM   MM   0.9    11    MM  MM     MM    MM    MM    MM   MM   MM    MM
LKWF1 2012 02 23 18 48 170  8.2  9.3    MM    MM    MM  MM 1014.5  24.2  24.1    MM   MM   MM    MM
LKWF1 2012 02 23 18 42 170  8.2  9.3    MM    MM    MM  MM 1014.5  24.2  24.1    MM   MM   MM    MM
LKWF1 2012 02 23 18 36 170  8.2  9.3    MM    MM    MM  MM 1014.6  24.2  24.1    MM   MM   MM    MM
LKWF1 2012 02 23 18 30 170  7.7  8.8    MM    MM    MM  MM 1014.6  24.1  24.1    MM   MM   MM    MM
LKWF1 2012 02 23 18 24 170  7.7  8.2    MM    MM    MM  MM 1014.7  24.2  24.1    MM   MM   MM    MM
LKWF1 2012 02 23 18 18 170  7.7  8.8    MM    MM    MM  MM 1014.8  24.0  24.1    MM   MM   MM    MM
LKWF1 2012 02 23 18 12 170  7.2  8.2    MM    MM    MM  MM 1015.0  24.2  24.1    MM   MM   MM    MM
LKWF1 2012 02 23 18 06 170  7.7  8.8    MM    MM    MM  MM 1015.0  24.1  24.0    MM   MM   MM    MM
LKWF1 2012 02 23 18 00 170  6.7  8.2    MM    MM    MM  MM 1015.1  24.2  24.0    MM   MM -1.2    MM
LMBV4 2012 02 23 18 00 120  7.7  8.2    MM    MM    MM  MM 1007.3  24.6    MM  22.8   MM -1.8    MM
LMFS1 2012 02 23 18 20 220  4.1  7.2    MM    MM    MM  MM 1005.1  20.2    MM    MM   MM   MM    MM
LMFS1 2012 02 23 18 10 220  6.2  7.7    MM    MM    MM  MM 1005.1  21.8    MM    MM   MM   MM    MM
LMFS1 2012 02 23 18 00 220  5.7  7.7    MM    MM    MM  MM 1005.4  21.0    MM    MM   MM -1.0    MM
LONF1 2012 02 23 18 00 220  3.6  3.6    MM    MM    MM  MM 1016.7  24.5  24.5    MM   MM -0.6    MM
LOPL1 2012 02 23 18 49 200  9.8 10.3   1.0    MM    MM  MM 1007.1  20.3    MM  18.5   MM   MM    MM
LOPL1 2012 02 23 18 34 200  9.8 10.3   1.0    MM    MM  MM 1007.1  20.4    MM  18.7   MM   MM    MM
LOPL1 2012 02 23 18 14 200  9.8 10.3   1.0    MM    MM  MM 1007.1  20.3    MM  18.6   MM   MM    MM
LOPW1 2012 02 23 18 48 110  2.6  4.1    MM    MM    MM  MM 1031.7   6.3   6.0    MM   MM   MM    MM
LOPW1 2012 02 23 18 42 120  2.6  3.6    MM    MM    MM  MM 1031.7   6.1   6.0    MM   MM   MM    MM
LOPW1 2012 02 23 18 36 120  2.1  3.1    MM    MM    MM  MM 1031.7   6.0   6.0    MM   MM   MM    MM
LOPW1 2012 02 23 18 30 110  1.5  2.1    MM    MM    MM  MM 1031.9   5.9   6.0    MM   MM   MM    MM
LOPW1 2012 02 23 18 24 120  1.0  1.5    MM    MM    MM  MM 1031.8   5.7   6.0    MM   MM   MM    MM
LOPW1 2012 02 23 18 18 140  1.0  1.5    MM    MM    MM  MM 1031.8   5.6   6.0    MM   MM   MM    MM
LOPW1 2012 02 23 18 12 150  1.0  2.1    MM    MM    MM  MM 1031.7   5.6   6.0    MM   MM   MM    MM
LOPW1 2012 02 23 18 06 110  1.5  2.1    MM    MM    MM  MM 1031.6   5.4   6.0    MM   MM   MM    MM
LOPW1 2012 02 23 18 00 120  1.5  2.1    MM    MM    MM  MM 1031.5   5.3   6.0    MM   MM +0.6    MM
LPNM4 2012 02 23 18 48 120  3.1  4.1    MM    MM    MM  MM 1001.9   1.6    MM    MM   MM   MM    MM
LPNM4 2012 02 23 18 42 120  3.1  3.6    MM    MM    MM  MM 1001.8   1.8    MM    MM   MM   MM    MM
LPNM4 2012 02 23 18 36 150  2.1  3.1    MM    MM    MM  MM 1001.8   1.7    MM    MM   MM   MM    MM
LPNM4 2012 02 23 18 30 150  2.1  4.1    MM    MM    MM  MM 1001.8   1.5    MM    MM   MM   MM    MM
LPNM4 2012 02 23 18 24 160  3.6  4.1    MM    MM    MM  MM 1001.8   1.4    MM    MM   MM   MM    MM
LPNM4 2012 02 23 18 18 150  1.5  3.1    MM    MM    MM  MM 1001.7   1.9    MM    MM   MM   MM    MM
LPNM4 2012 02 23 18 12 150  2.1  3.6    MM    MM    MM  MM 1001.7   1.9    MM    MM   MM   MM    MM
LPNM4 2012 02 23 18 06 160  2.6  4.1    MM    MM    MM  MM 1001.8   1.9    MM    MM   MM   MM    MM
LPNM4 2012 02 23 18 00 160  2.6  3.6    MM    MM    MM  MM 1001.9   2.5    MM    MM   MM +0.8    MM
LPRP4 2012 02 23 18 00 120  8.8 10.3    MM    MM    MM  MM 1015.8  26.3  27.3  21.3   MM -2.0    MM
LSCM4 2012 02 23 18 00 160  4.1  4.1    MM    MM    MM  MM 1003.0   1.3    MM    MM   MM +0.3    MM
LTBV3 2012 02 23 18 54 110  4.1  6.2    MM    MM    MM  MM 1015.5  27.6  27.0    MM   MM   MM    MM
LTBV3 2012 02 23 18 48 120  4.6  6.7    MM    MM    MM  MM 1015.6  27.4  27.0    MM   MM   MM    MM
LTBV3 2012 02 23 18 42 120  5.1  7.2    MM    MM    MM  MM 1015.6  27.5  27.0    MM   MM   MM    MM
LTBV3 2012 02 23 18 36 120  5.1  7.2    MM    MM    MM  MM 1015.6  27.5  27.1    MM   MM   MM    MM
LTBV3 2012 02 23 18 30 110  4.6  6.7    MM    MM    MM  MM 1015.7  27.5  27.0    MM   MM   MM    MM
LTBV3 2012 02 23 18 24 130  3.1  5.7    MM    MM    MM  MM 1015.8  27.7  27.0    MM   MM   MM    MM
LTBV3 2012 02 23 18 18 130  3.6  6.2    MM    MM    MM  MM 1015.9  27.7  27.0    MM   MM   MM    MM
LTBV3 2012 02 23 18 12 120  4.6  6.7    MM    MM    MM  MM 1016.0  27.4  27.0    MM   MM   MM    MM
LTBV3 2012 02 23 18 06 120  4.6  7.2    MM    MM    MM  MM 1016.0  27.5  27.0    MM   MM   MM    MM
LTBV3 2012 02 23 18 00 120  4.1  6.7    MM    MM    MM  MM 1016.1  27.6  26.9    MM   MM -1.8    MM
LTRM4 2012 02 23 18 48 300  3.6  6.2    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
LTRM4 2012 02 23 18 42 310  3.6  5.7    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
LTRM4 2012 02 23 18 36 290  3.6  5.7    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
LTRM4 2012 02 23 18 30 300  4.1  6.2    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
LTRM4 2012 02 23 18 24 280  4.6  6.2    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
LTRM4 2012 02 23 18 18 290  5.1  6.7    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
LTRM4 2012 02 23 18 12 280  4.6  6.2    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
LTRM4 2012 02 23 18 06 260  4.1  5.1    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
LTRM4 2012 02 23 18 00 260  5.1  5.7    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
LWSD1 2012 02 23 18 48 290  7.2  8.8    MM    MM    MM  MM 1001.9  16.5   6.9    MM   MM   MM    MM
LWSD1 2012 02 23 18 42 280  6.7  9.3    MM    MM    MM  MM 1001.9  16.6   6.9    MM   MM   MM    MM
LWSD1 2012 02 23 18 36 300  7.7  9.8    MM    MM    MM  MM 1001.8  16.2   6.9    MM   MM   MM    MM
LWSD1 2012 02 23 18 30 290  7.7  9.8    MM    MM    MM  MM 1001.8  16.0   6.9    MM   MM   MM    MM
LWSD1 2012 02 23 18 24 290  6.7  8.8    MM    MM    MM  MM 1001.7  15.8   7.0    MM   MM   MM    MM
LWSD1 2012 02 23 18 18 290  8.2 10.8    MM    MM    MM  MM 1001.7  15.8   7.0    MM   MM   MM    MM
LWSD1 2012 02 23 18 12 290  9.3 11.3    MM    MM    MM  MM 1001.7  16.0   7.0    MM   MM   MM    MM
LWSD1 2012 02 23 18 06 290  8.2 10.3    MM    MM    MM  MM 1001.9  15.6   7.0    MM   MM   MM    MM
LWSD1 2012 02 23 18 00 280  9.8 12.4    MM    MM    MM  MM 1002.0  16.4   7.0    MM   MM +0.0    MM
LWTV2 2012 02 23 18 42 260  5.7  7.7    MM    MM    MM  MM 1002.0  16.6   8.2    MM   MM   MM    MM
LWTV2 2012 02 23 18 36 260  5.7  8.2    MM    MM    MM  MM 1001.8  16.3   8.2    MM   MM   MM    MM
LWTV2 2012 02 23 18 30 260  6.7  8.2    MM    MM    MM  MM 1001.6  16.7   8.1    MM   MM   MM    MM
LWTV2 2012 02 23 18 24 260  4.6  6.2    MM    MM    MM  MM 1001.6  16.7   8.1    MM   MM   MM    MM
LWTV2 2012 02 23 18 18 260  6.2  7.2    MM    MM    MM  MM 1001.7  16.7   8.2    MM   MM   MM    MM
LWTV2 2012 02 23 18 12 260  6.2  7.7    MM    MM    MM  MM 1001.8  16.6   8.1    MM   MM   MM    MM
LWTV2 2012 02 23 18 06 250  7.7  9.8    MM    MM    MM  MM 1001.8  17.0   7.8    MM   MM   MM    MM
LWTV2 2012 02 23 18 00 270  5.7  7.7    MM    MM    MM  MM 1002.0  16.6   7.9    MM   MM -1.5    MM
MACM4 2012 02 23 18 48 310  4.6  5.1    MM    MM    MM  MM 1002.3   0.5    MM    MM   MM   MM    MM
MACM4 2012 02 23 18 42 310  4.6  5.1    MM    MM    MM  MM 1002.3   0.6    MM    MM   MM   MM    MM
MACM4 2012 02 23 18 36 300  3.6  5.7    MM    MM    MM  MM 1002.2   0.8    MM    MM   MM   MM    MM
MACM4 2012 02 23 18 30 310  4.1  5.1    MM    MM    MM  MM 1002.3   0.6    MM    MM   MM   MM    MM
MACM4 2012 02 23 18 24 310  4.1  5.1    MM    MM    MM  MM 1002.3   0.8    MM    MM   MM   MM    MM
MACM4 2012 02 23 18 18 310  5.1  6.2    MM    MM    MM  MM 1002.3   0.6    MM    MM   MM   MM    MM
MACM4 2012 02 23 18 12 290  3.1  4.6    MM    MM    MM  MM 1002.3   1.1    MM    MM   MM   MM    MM
MACM4 2012 02 23 18 06 280  4.1  5.1    MM    MM    MM  MM 1002.4   0.8    MM    MM   MM   MM    MM
MACM4 2012 02 23 18 00 290  3.6  6.7    MM    MM    MM  MM 1002.3   0.7    MM    MM   MM +1.4    MM
MAXT2 2012 02 23 18 00 210  4.1   MM    MM    MM    MM  MM     MM  20.6    MM  20.6   MM   MM    MM
MBLA1 2012 02 23 18 30 200  7.2   MM    MM    MM    MM  MM     MM  17.7    MM    MM   MM   MM    MM
MBLA1 2012 02 23 18 00 190  5.7   MM    MM    MM    MM  MM     MM  17.6    MM    MM   MM   MM    MM
MBRM4 2012 02 23 18 42  MM   MM   MM    MM    MM    MM  MM 1003.5   4.3    MM    MM   MM   MM    MM
MBRM4 2012 02 23 18 36  MM   MM   MM    MM    MM    MM  MM 1003.5   4.6    MM    MM   MM   MM    MM
MBRM4 2012 02 23 18 30  MM   MM   MM    MM    MM    MM  MM 1003.4   5.6    MM    MM   MM   MM    MM
MBRM4 2012 02 23 18 24  MM   MM   MM    MM    MM    MM  MM 1003.4   5.7    MM    MM   MM   MM    MM
MBRM4 2012 02 23 18 18  MM   MM   MM    MM    MM    MM  MM 1003.4   5.5    MM    MM   MM   MM    MM
MBRM4 2012 02 23 18 12  MM   MM   MM    MM    MM    MM  MM 1003.3   5.6    MM    MM   MM   MM    MM
MBRM4 2012 02 23 18 06  MM   MM   MM    MM    MM    MM  MM 1003.4   5.7    MM    MM   MM   MM    MM
MBRM4 2012 02 23 18 00  MM   MM   MM    MM    MM    MM  MM 1003.3   5.8    MM    MM   MM +0.3    MM
MCGA1 2012 02 23 18 48 230  4.6  9.3    MM    MM    MM  MM 1007.6  21.6  17.5    MM   MM   MM    MM
MCGA1 2012 02 23 18 42 240  4.1  8.2    MM    MM    MM  MM 1007.6  21.5  17.5    MM   MM   MM    MM
MCGA1 2012 02 23 18 36 220  3.6  8.8    MM    MM    MM  MM 1007.7  21.5  17.5    MM   MM   MM    MM
MCGA1 2012 02 23 18 30 220  4.1  8.2    MM    MM    MM  MM 1007.7  21.5  17.5    MM   MM   MM    MM
MCGA1 2012 02 23 18 24 220  4.6  7.7    MM    MM    MM  MM 1007.9  21.5  17.5    MM   MM   MM    MM
MCGA1 2012 02 23 18 18 230  5.1  9.3    MM    MM    MM  MM 1008.0  21.6  17.5    MM   MM   MM    MM
MCGA1 2012 02 23 18 12 220  5.1  8.8    MM    MM    MM  MM 1008.0  21.3  17.5    MM   MM   MM    MM
MCGA1 2012 02 23 18 06 220  5.1  8.2    MM    MM    MM  MM 1008.1  21.2  17.5    MM   MM   MM    MM
MCGA1 2012 02 23 18 00 210  4.1 10.3    MM    MM    MM  MM 1008.2  21.1  17.5    MM   MM -0.8    MM
MCGM4 2012 02 23 18 42 360  1.5  2.6    MM    MM    MM  MM 1003.0  -1.5    MM    MM   MM   MM    MM
MCGM4 2012 02 23 18 36 350  1.5  2.6    MM    MM    MM  MM 1003.0  -1.5    MM    MM   MM   MM    MM
MCGM4 2012 02 23 18 30 360  1.5  2.6    MM    MM    MM  MM 1003.0  -1.7    MM    MM   MM   MM    MM
MCGM4 2012 02 23 18 24 350  1.5  2.6    MM    MM    MM  MM 1002.9  -1.6    MM    MM   MM   MM    MM
MCGM4 2012 02 23 18 18 360  1.0  2.1    MM    MM    MM  MM 1002.9  -1.5    MM    MM   MM   MM    MM
MCGM4 2012 02 23 18 12 350  1.5  2.1    MM    MM    MM  MM 1002.7  -1.6    MM    MM   MM   MM    MM
MCGM4 2012 02 23 18 06 350  1.5  2.1    MM    MM    MM  MM 1002.7  -1.6    MM    MM   MM   MM    MM
MCGM4 2012 02 23 18 00  10  0.5  2.1    MM    MM    MM  MM 1002.8  -1.5    MM    MM   MM +0.7    MM
MCYI3 2012 02 23 18 45 130  5.7  7.2    MM    MM    MM  MM     MM   2.0    MM    MM   MM   MM    MM
MCYI3 2012 02 23 18 30 120  4.1  5.7    MM    MM    MM  MM     MM   2.3    MM    MM   MM   MM    MM
MCYI3 2012 02 23 18 15 110  4.6  6.7    MM    MM    MM  MM     MM   2.4    MM    MM   MM   MM    MM
MDRM1 2012 02 23 18 00 200  8.2  9.8    MM    MM    MM  MM  990.6   6.0    MM   6.0   MM -4.5    MM
MEEM4 2012 02 23 18 40 320  2.1  2.1    MM    MM    MM  MM 1002.7   1.7    MM    MM   MM   MM    MM
MEEM4 2012 02 23 18 30 330  1.5  2.1    MM    MM    MM  MM 1003.0   2.1    MM    MM   MM   MM    MM
MEEM4 2012 02 23 18 20 320  1.5  2.1    MM    MM    MM  MM 1002.4   1.9    MM    MM   MM   MM    MM
MEEM4 2012 02 23 18 10 320  1.5  2.1    MM    MM    MM  MM 1003.0   2.2    MM    MM   MM   MM    MM
MEEM4 2012 02 23 18 00 350  1.0  1.5    MM    MM    MM  MM 1002.0   4.0    MM    MM   MM +0.0    MM
MGIP4 2012 02 23 18 42 170  3.6  6.2    MM    MM    MM  MM 1016.6  28.1  27.4    MM   MM   MM    MM
MGIP4 2012 02 23 18 36 170  4.1  7.2    MM    MM    MM  MM 1016.6  27.9  27.5    MM   MM   MM    MM
MGIP4 2012 02 23 18 30 170  3.6  5.7    MM    MM    MM  MM 1016.7  27.7  27.5    MM   MM   MM    MM
MGIP4 2012 02 23 18 24 170  4.1  6.7    MM    MM    MM  MM 1016.8  27.8  27.5    MM   MM   MM    MM
MGIP4 2012 02 23 18 18 160  4.1  6.7    MM    MM    MM  MM 1016.8  27.8  27.5    MM   MM   MM    MM
MGIP4 2012 02 23 18 12 170  4.1  6.2    MM    MM    MM  MM 1016.8  27.8  27.6    MM   MM   MM    MM
MGIP4 2012 02 23 18 06 170  4.6  6.7    MM    MM    MM  MM 1016.9  27.7  27.6    MM   MM   MM    MM
MGIP4 2012 02 23 18 00 170  4.1  7.7    MM    MM    MM  MM 1016.9  27.9  27.6    MM   MM -1.9    MM
MGPT2 2012 02 23 18 48 250  5.7  8.8    MM    MM    MM  MM 1004.0  24.7  16.3    MM   MM   MM    MM
MGPT2 2012 02 23 18 42 240  5.7  8.8    MM    MM    MM  MM 1004.0  24.7  16.4    MM   MM   MM    MM
MGPT2 2012 02 23 18 36 230  4.6  6.7    MM    MM    MM  MM 1004.1  24.7  16.4    MM   MM   MM    MM
MGPT2 2012 02 23 18 30 230  3.1  8.2    MM    MM    MM  MM 1004.3  24.7  16.4    MM   MM   MM    MM
MGPT2 2012 02 23 18 24 250  6.2  9.8    MM    MM    MM  MM 1004.4  24.3  16.4    MM   MM   MM    MM
MGPT2 2012 02 23 18 18 240  4.6  7.7    MM    MM    MM  MM 1004.5  24.5  16.4    MM   MM   MM    MM
MGPT2 2012 02 23 18 12 250  6.2  8.2    MM    MM    MM  MM 1004.5  24.0  16.4    MM   MM   MM    MM
MGPT2 2012 02 23 18 06 240  4.6  7.2    MM    MM    MM  MM 1004.6  24.0  16.4    MM   MM   MM    MM
MGPT2 2012 02 23 18 00 230  4.6  7.7    MM    MM    MM  MM 1004.7  23.8  16.3    MM   MM -0.7    MM
MGZP4 2012 02 23 18 48 270  6.2  6.7    MM    MM    MM  MM     MM  27.0  28.3    MM   MM   MM    MM
MGZP4 2012 02 23 18 42 270  6.2  7.2    MM    MM    MM  MM     MM  27.1  28.3    MM   MM   MM    MM
MGZP4 2012 02 23 18 36 270  6.2  7.2    MM    MM    MM  MM     MM  27.0  28.3    MM   MM   MM    MM
MGZP4 2012 02 23 18 30 280  6.7  8.2    MM    MM    MM  MM     MM  26.9  28.3    MM   MM   MM    MM
MGZP4 2012 02 23 18 24 270  5.1  6.7    MM    MM    MM  MM     MM  27.1  28.2    MM   MM   MM    MM
MGZP4 2012 02 23 18 18 280  5.7  6.2    MM    MM    MM  MM     MM  27.0  28.2    MM   MM   MM    MM
MGZP4 2012 02 23 18 12 280  6.2  7.2    MM    MM    MM  MM     MM  26.9  28.2    MM   MM   MM    MM
MGZP4 2012 02 23 18 06 280  6.2  6.7    MM    MM    MM  MM     MM  27.0  28.2    MM   MM   MM    MM
